id,passenger_name,age,gender,train_no,booking_type,source,destination,coach,seat_no,fare,travel_date,ticket_status,crowd_level
11112,Noah Dubois,40,Female,61148,Counter,Tatanagar,Malda,S2,30,2065,3/24/2024,Waiting,high
11113,Maya Patel,71,Female,61185,Counter,Tatanagar,Panaji,A1,44,2111,5/21/2025,RAC,high
11114,Arjun Garcia,24,Polygender,61222,Tatkal,Gaya,Delhi,S2,72,1914,12/5/2022,Waiting,high
11115,Yuki Rossi,45,Genderfluid,61259,Tatkal,Gaya,New Delhi,B2,6,2047,9/19/2022,Cancelled,high
11116,Maya Khan,38,Genderfluid,61296,Direct,Gaya,Mumbai,D1,42,1977,6/23/2022,Cancelled,high
11117,Hana Martin,46,Male,61333,Online,Gaya,Chennai,A2,2,2023,2/28/2024,RAC,high
11118,Daniel Nielsen,32,Genderqueer,61370,Online,Gaya,Kolkata,S1,52,2040,10/29/2024,Waiting,high
11119,Ava Hassan,77,Genderqueer,61407,Direct,Gaya,Bangalore,A1,44,2115,2/9/2024,Cancelled,high
11120,Hana Khan,64,Genderqueer,61444,Direct,Gaya,Hyderabad,S2,7,2132,7/10/2025,RAC,high
11121,Mei Santos,37,Female,61481,Tatkal,Gaya,Pune,A2,33,2004,4/24/2022,RAC,high
11122,Noah Patel,8,Polygender,61518,Tatkal,Gaya,Ahmedabad,A1,45,2166,8/11/2022,Cancelled,high
11123,Liam Santos,50,Non-binary,61555,Direct,Gaya,Jaipur,B1,55,2096,5/13/2024,RAC,high
11124,Mateo Garcia,21,Polygender,61592,Tatkal,Gaya,Surat,A2,72,2084,9/30/2025,Confirmed,high
11125,Valeria Ahmed,58,Non-binary,61629,Counter,Gaya,Lucknow,S3,47,2159,2/15/2024,Cancelled,high
11126,Hana Smith,75,Agender,61666,Tatkal,Gaya,Kanpur,D1,39,2147,9/15/2025,Waiting,high
11127,Daniel Nielsen,70,Bigender,61703,Online,Gaya,Nagpur,A2,35,2164,11/6/2023,Waiting,high
11128,Amina Rao,73,Genderfluid,61740,Counter,Gaya,Indore,B2,22,2181,9/19/2023,Waiting,high
11129,Aarav Santos,15,Non-binary,61777,Online,Gaya,Bhopal,D1,15,2198,9/25/2024,RAC,high
11130,Zara Brown,22,Male,61814,Direct,Gaya,Patna,B2,6,2186,12/24/2022,Confirmed,high
11131,Leo Chen,21,Non-binary,61851,Online,Gaya,Ranchi,A1,56,2232,5/5/2024,Waiting,high
11132,Nora Santos,5,Agender,61888,Counter,Gaya,Bhubaneswar,S1,54,2394,9/16/2023,Confirmed,high
11133,Noah Smith,41,Genderfluid,61925,Counter,Gaya,Cuttack,D1,5,2295,4/17/2023,Waiting,high
11134,Olivia Hassan,39,Non-binary,61962,Direct,Gaya,Puri,S1,60,2225,1/14/2022,Waiting,high
11135,Amina Khan,13,Male,61999,Counter,Gaya,Rourkela,A1,43,2358,11/17/2024,Waiting,high
11136,Mia Ahmed,38,Male,62036,Online,Gaya,Sambalpur,A2,9,2404,7/22/2025,Confirmed,high
11137,Amina Lee,49,Polygender,62073,Tatkal,Gaya,Guwahati,S3,32,2392,1/4/2022,Waiting,high
11138,Rohan Singh,27,Agender,62110,Direct,Gaya,Dibrugarh,A2,51,2438,11/14/2024,Confirmed,high
11139,Omar Khan,17,Non-binary,62147,Tatkal,Gaya,Agartala,S3,37,2426,6/17/2024,Confirmed,high
11140,Amina Hassan,79,Genderfluid,62184,Online,Gaya,Silchar,D1,70,2414,11/6/2025,Confirmed,high
11141,Layla Khan,22,Polygender,62221,Direct,Gaya,Visakhapatnam,S3,52,205,8/21/2022,Cancelled,low
11142,Maya Kowalski,80,Genderfluid,62258,Tatkal,Gaya,Vijayawada,A1,7,135,2/11/2022,RAC,low
11143,Liam Lopez,77,Genderfluid,62295,Tatkal,Gaya,Guntur,S3,28,2436,11/20/2022,RAC,high
11144,Ethan Smith,16,Female,62332,Counter,Gaya,Tirupati,S2,32,111,12/30/2023,Waiting,low
11145,Ethan Singh,80,Polygender,62369,Tatkal,Gaya,Rajahmundry,S2,66,215,9/13/2025,RAC,low
11146,Rohan Nakamura,77,Genderqueer,62406,Counter,Gaya,Warangal,S1,47,145,2/7/2026,RAC,low
11147,Noah Kowalski,44,Polygender,62443,Direct,Gaya,Nizamabad,A2,45,191,3/20/2024,Cancelled,low
11148,Leo Rossi,32,Male,62480,Counter,Gaya,Coimbatore,S3,54,237,1/14/2025,RAC,low
11149,Maya Martin,58,Non-binary,62517,Direct,Gaya,Madurai,S2,44,167,8/14/2025,Confirmed,low
11150,Leo Nakamura,73,Genderqueer,62554,Direct,Gaya,Trichy,D1,21,155,2/9/2022,Confirmed,low
11151,Ishaan Chen,12,Bigender,62591,Online,Gaya,Salem,S2,38,143,2/8/2022,Waiting,low
11152,Amelia Hassan,32,Polygender,62628,Counter,Gaya,Erode,S2,18,160,11/23/2025,RAC,low
11153,Zara Kim,42,Genderqueer,62665,Direct,Gaya,Tirunelveli,S3,17,351,2/2/2025,RAC,low
11154,Amelia Muller,30,Polygender,62702,Tatkal,Gaya,Thoothukudi,A2,9,368,3/30/2022,Confirmed,low
11155,Daniel Ahmed,7,Polygender,62739,Counter,Gaya,Vellore,D1,11,269,2/18/2024,Cancelled,low
11156,Ava Tanaka,24,Non-binary,62776,Counter,Gaya,Kochi,A1,29,228,1/17/2022,RAC,low
11157,Layla Lee,58,Agender,62813,Online,Gaya,Thiruvananthapuram,S3,43,622,5/17/2025,RAC,low
11158,Aarav Smith,65,Genderfluid,62850,Counter,Gaya,Kozhikode,A1,60,378,3/14/2023,Cancelled,low
11159,Ava Rao,68,Male,62887,Counter,Gaya,Thrissur,S3,67,366,3/22/2023,Confirmed,low
11160,Layla Lopez,69,Female,62924,Counter,Gaya,Kollam,D1,4,325,1/2/2024,Waiting,low
11161,Mia Sharma,16,Agender,62961,Direct,Gaya,Mysore,D1,46,342,8/25/2025,Confirmed,low
11162,Daniel Tanaka,40,Polygender,62998,Counter,Gaya,Mangalore,A1,16,446,1/24/2025,RAC,low
11163,Ananya Silva,77,Genderfluid,63035,Direct,Gaya,Hubli,B1,7,347,2/23/2026,Confirmed,low
11164,Maya Smith,38,Polygender,63072,Tatkal,Gaya,Belgaum,A2,22,422,5/12/2024,RAC,low
11165,Mia Dubois,58,Genderfluid,63109,Tatkal,Gaya,Davangere,A1,47,497,1/19/2022,Confirmed,low
11166,Lucas Silva,39,Bigender,63146,Online,Gaya,Vadodara,A2,30,485,11/30/2022,Waiting,low
11167,Amina Hassan,10,Agender,63183,Online,Gaya,Rajkot,S3,13,444,8/3/2023,Cancelled,low
11168,Leo Dubois,18,Polygender,63220,Direct,Gaya,Jamnagar,B2,31,519,3/9/2025,Cancelled,low
11169,Eva Singh,20,Genderfluid,63257,Direct,Gaya,Bhavnagar,D1,58,565,4/9/2026,Confirmed,low
11170,Mei Khan,51,Genderqueer,63294,Counter,Gaya,Gandhinagar,A2,8,640,1/14/2023,Cancelled,low
11171,Ethan Nakamura,63,Genderqueer,63331,Tatkal,Gaya,Nashik,D1,56,512,1/30/2024,Confirmed,low
11172,Emma Lopez,75,Non-binary,63368,Counter,Gaya,Aurangabad,S3,66,645,7/1/2024,Cancelled,low
11173,Aarav Ahmed,73,Bigender,63405,Online,Gaya,Kolhapur,B1,53,604,7/29/2022,RAC,low
11174,Olivia Muller,33,Agender,63442,Tatkal,Gaya,Solapur,B1,23,592,3/3/2022,RAC,low
11175,Ishaan Patel,51,Female,63479,Direct,Gaya,Thane,S2,3,551,2/24/2026,Waiting,low
11176,Leo Nakamura,35,Agender,63516,Direct,Gaya,Navi Mumbai,S2,58,742,5/25/2024,RAC,low
11177,Amelia Lee,55,Male,63553,Direct,Gaya,Amravati,S2,41,672,4/25/2023,Confirmed,low
11178,Daniel Patel,45,Genderqueer,63590,Counter,Gaya,Jodhpur,A2,7,660,11/1/2022,Cancelled,low
11179,Ishaan Sharma,23,Polygender,63627,Direct,Gaya,Udaipur,B1,43,677,1/31/2026,RAC,low
11180,Olivia Chen,25,Genderfluid,63664,Direct,Gaya,Ajmer,D1,68,636,6/14/2024,Cancelled,low
11181,Ava Rossi,46,Bigender,63701,Direct,Gaya,Kota,S3,32,624,5/25/2024,Cancelled,low
11182,Ishaan Garcia,19,Genderqueer,63738,Online,Gaya,Bikaner,B2,56,728,1/13/2024,Cancelled,low
11183,Mateo Brown,21,Non-binary,63775,Online,Gaya,Alwar,A2,17,687,5/6/2022,Confirmed,low
11184,Valeria Patel,15,Bigender,63812,Counter,Gaya,Varanasi,D1,43,791,8/19/2024,Confirmed,low
11185,Omar Martin,21,Non-binary,63849,Tatkal,Gaya,Prayagraj,B2,50,837,3/26/2024,Confirmed,low
11186,Olivia Khan,43,Genderfluid,63886,Counter,Gaya,Agra,S2,9,709,7/31/2024,Cancelled,low
11187,Hana Lee,22,Male,63923,Tatkal,Gaya,Meerut,A1,1,784,3/9/2025,Waiting,low
11188,Arjun Rao,46,Genderfluid,63960,Tatkal,Gaya,Bareilly,S2,23,859,7/26/2023,Cancelled,low
11189,Leo Singh,35,Bigender,63997,Tatkal,Gaya,Gorakhpur,S1,67,905,11/15/2022,Waiting,low
11190,Kenji Ahmed,47,Genderfluid,64034,Tatkal,Gaya,Mathura,D1,53,864,11/12/2025,Waiting,low
11191,Kenji Rao,40,Male,64071,Online,Gaya,Dehradun,D1,25,910,1/29/2023,Confirmed,low
11192,Arjun Dubois,52,Genderfluid,64108,Online,Gaya,Haridwar,A2,52,927,11/6/2022,Waiting,low
11193,Layla Hassan,27,Agender,64145,Counter,Gaya,Amritsar,A2,25,944,3/22/2025,Confirmed,low
11194,Olivia Rao,9,Agender,64182,Counter,Gaya,Ludhiana,A1,22,961,5/25/2023,RAC,low
11195,Ananya Patel,59,Female,64219,Direct,Gaya,Jalandhar,A1,8,1007,10/29/2025,Waiting,medium
11196,Kenji Dubois,39,Polygender,64256,Direct,Gaya,Patiala,A1,56,966,10/4/2022,Cancelled,low
11197,Hana Singh,38,Male,64293,Counter,Gaya,Chandigarh,A2,24,1070,2/2/2023,Cancelled,medium
11198,Aarav Singh,70,Genderfluid,64330,Direct,Gaya,Jammu,D1,18,942,1/18/2022,Cancelled,low
11199,Hana Lee,74,Agender,64367,Tatkal,Gaya,Srinagar,S2,38,1046,4/30/2024,Waiting,medium
11200,Maya Muller,12,Bigender,64404,Online,Gaya,Raipur,B2,71,1005,9/21/2025,Cancelled,medium
11201,Ava Garcia,54,Genderfluid,64441,Direct,Gaya,Bilaspur,B1,62,1080,6/6/2022,Cancelled,medium
11202,Valeria Ahmed,10,Bigender,64478,Online,Gaya,Durg,A2,36,981,5/9/2023,RAC,medium
11203,Liam Rao,51,Polygender,64515,Online,Gaya,Jabalpur,A1,42,1114,3/23/2025,Waiting,medium
11204,Ananya Lee,32,Genderqueer,64552,Counter,Gaya,Gwalior,S3,36,1102,10/25/2025,Confirmed,medium
11205,Mei Smith,48,Agender,64589,Counter,Gaya,Ujjain,S1,1,1090,9/20/2023,Waiting,medium
11206,Valeria Nakamura,12,Genderqueer,64626,Tatkal,Gaya,Rewa,S1,29,1049,10/2/2025,RAC,medium
11207,Layla Nielsen,41,Agender,64663,Direct,Gaya,Dhanbad,A1,60,1153,10/18/2022,RAC,medium
11208,Ishaan Dubois,49,Genderqueer,64700,Tatkal,Gaya,Asansol,A1,71,1170,2/27/2026,Cancelled,medium
11209,Amina Smith,61,Male,64737,Tatkal,Gaya,Jamshedpur,D1,17,1274,1/3/2023,Confirmed,medium
11210,Amelia Silva,26,Male,64774,Counter,Gaya,Tatanagar,S2,24,1262,5/19/2022,Waiting,medium
11211,Eva Nielsen,7,Agender,64811,Counter,Gaya,Muzaffarpur,A1,69,1337,3/7/2022,Waiting,medium
11212,Arjun Rossi,56,Male,64848,Tatkal,Gaya,Bhagalpur,B2,28,1296,11/22/2023,Cancelled,medium
11213,Rohan Smith,30,Genderqueer,64885,Online,Gaya,Siliguri,S2,69,1284,4/6/2023,Waiting,medium
11214,Lucas Hassan,21,Male,64922,Tatkal,Gaya,New Jalpaiguri,A2,13,1475,1/16/2026,Waiting,medium
11215,Amina Lopez,50,Polygender,64959,Online,Gaya,Durgapur,D1,19,1318,5/7/2026,Waiting,medium
11216,Daniel Silva,22,Genderqueer,64996,Counter,Gaya,Howrah,A1,67,1277,4/13/2022,Confirmed,medium
11217,Ava Kim,60,Agender,65033,Online,Gaya,Malda,A2,31,1265,6/3/2022,Cancelled,medium
11218,Olivia Wilson,74,Genderfluid,65070,Counter,Gaya,Panaji,A1,68,1311,4/13/2023,Confirmed,medium
11219,Omar Singh,66,Genderqueer,65107,Tatkal,Muzaffarpur,Delhi,D1,45,1558,12/24/2024,Waiting,medium
11220,Olivia Lopez,77,Male,65144,Tatkal,Muzaffarpur,New Delhi,D1,45,1691,9/6/2022,Confirmed,medium
11221,Mei Martin,47,Genderfluid,65181,Online,Muzaffarpur,Mumbai,D1,26,1621,12/12/2025,RAC,medium
11222,Ava Muller,55,Female,65218,Counter,Muzaffarpur,Chennai,S2,62,1667,12/1/2023,RAC,medium
11223,Ishaan Patel,7,Bigender,65255,Direct,Muzaffarpur,Kolkata,S1,5,1684,3/21/2024,RAC,medium
11224,Nora Nielsen,74,Non-binary,65292,Tatkal,Muzaffarpur,Bangalore,B2,67,1759,6/28/2025,Waiting,high
11225,Zara Hassan,49,Genderqueer,65329,Tatkal,Muzaffarpur,Hyderabad,B2,50,1776,9/21/2024,RAC,high
11226,Nora Khan,76,Agender,65366,Direct,Muzaffarpur,Pune,B2,57,1648,5/2/2022,Cancelled,medium
11227,Olivia Sharma,61,Female,65403,Tatkal,Muzaffarpur,Ahmedabad,D1,39,1810,9/3/2024,Waiting,high
11228,Valeria Singh,79,Non-binary,65440,Counter,Muzaffarpur,Jaipur,A2,72,1740,10/24/2023,RAC,high
11229,Eva Hassan,10,Genderqueer,65477,Counter,Muzaffarpur,Surat,S3,53,1728,8/5/2024,Cancelled,high
11230,Eva Kowalski,49,Male,65514,Tatkal,Muzaffarpur,Lucknow,A2,30,1803,2/28/2025,Confirmed,high
11231,Amelia Silva,32,Genderqueer,65551,Online,Muzaffarpur,Kanpur,A1,22,1791,5/10/2022,RAC,high
11232,Aarav Rossi,34,Genderfluid,65588,Online,Muzaffarpur,Nagpur,A1,11,1808,7/1/2025,Cancelled,high
11233,Ishaan Rossi,9,Agender,65625,Direct,Muzaffarpur,Indore,S2,26,1825,7/14/2022,Confirmed,high
11234,Ishaan Tanaka,44,Female,65662,Online,Muzaffarpur,Bhopal,B1,51,1842,9/24/2022,Cancelled,high
11235,Lucas Kowalski,66,Female,65699,Counter,Muzaffarpur,Patna,D1,67,1830,1/16/2022,Waiting,high
11236,Mateo Wilson,55,Non-binary,65736,Direct,Muzaffarpur,Ranchi,S2,52,1876,12/29/2024,Confirmed,high
11237,Olivia Kim,15,Bigender,65773,Tatkal,Muzaffarpur,Bhubaneswar,S1,37,2038,4/9/2022,Waiting,high
11238,Amelia Muller,63,Agender,65810,Tatkal,Muzaffarpur,Cuttack,S2,47,1939,9/17/2025,Confirmed,high
11239,Ishaan Kim,49,Genderqueer,65847,Online,Muzaffarpur,Puri,S2,33,1869,4/18/2025,Waiting,high
11240,Ava Silva,34,Genderfluid,65884,Counter,Muzaffarpur,Rourkela,B2,32,2002,6/3/2024,Cancelled,high
11241,Ananya Hassan,31,Genderqueer,65921,Direct,Muzaffarpur,Sambalpur,B2,67,2048,3/15/2025,Confirmed,high
11242,Mia Kim,29,Agender,65958,Counter,Muzaffarpur,Guwahati,S3,17,2036,8/20/2024,Confirmed,high
11243,Leo Lopez,53,Female,65995,Counter,Muzaffarpur,Dibrugarh,S3,63,2082,5/7/2023,Confirmed,high
11244,Ananya Sharma,71,Male,66032,Direct,Muzaffarpur,Agartala,S1,1,2070,12/12/2022,Waiting,high
11245,Sofia Lee,60,Agender,66069,Counter,Muzaffarpur,Silchar,D1,13,2058,6/3/2025,Confirmed,high
11246,Amelia Dubois,43,Genderqueer,66106,Online,Muzaffarpur,Visakhapatnam,S1,6,2249,2/17/2023,Waiting,high
11247,Amina Santos,28,Bigender,66143,Online,Muzaffarpur,Vijayawada,A2,13,2179,8/31/2024,Confirmed,high
11248,Valeria Rao,11,Non-binary,66180,Direct,Muzaffarpur,Guntur,S2,29,2080,11/15/2024,RAC,high
11249,Daniel Hassan,49,Genderqueer,66217,Online,Muzaffarpur,Tirupati,B1,1,2155,12/12/2023,Cancelled,high
11250,Aarav Martin,61,Genderfluid,66254,Counter,Muzaffarpur,Rajahmundry,D1,41,2259,6/23/2022,RAC,high
11251,Eva Wilson,40,Male,66291,Tatkal,Muzaffarpur,Warangal,D1,58,2189,4/24/2026,Waiting,high
11252,Leo Brown,80,Male,66328,Counter,Muzaffarpur,Nizamabad,A1,49,2235,6/15/2025,Waiting,high
11253,Mateo Kim,30,Polygender,66365,Counter,Muzaffarpur,Coimbatore,A2,4,2281,8/28/2025,RAC,high
11254,Daniel Rao,19,Female,66402,Counter,Muzaffarpur,Madurai,A2,1,2211,3/8/2025,RAC,high
11255,Olivia Lee,33,Male,66439,Counter,Muzaffarpur,Trichy,A1,47,2199,5/3/2026,RAC,high
11256,Nora Nakamura,15,Bigender,66476,Tatkal,Muzaffarpur,Salem,A2,33,2187,9/18/2024,Waiting,high
11257,Kenji Martin,41,Genderfluid,66513,Online,Muzaffarpur,Erode,B1,37,2204,5/16/2024,Waiting,high
11258,Aarav Santos,45,Bigender,66550,Counter,Muzaffarpur,Tirunelveli,A1,51,2395,10/6/2025,RAC,high
11259,Zara Patel,47,Non-binary,66587,Direct,Muzaffarpur,Thoothukudi,A1,14,2412,11/30/2025,Cancelled,high
11260,Amelia Smith,25,Bigender,66624,Online,Muzaffarpur,Vellore,A1,24,2313,9/23/2024,Cancelled,high
11261,Kenji Nakamura,35,Non-binary,66661,Tatkal,Muzaffarpur,Kochi,S3,12,2272,1/2/2024,Confirmed,high
11262,Olivia Lee,31,Genderfluid,66698,Online,Muzaffarpur,Thiruvananthapuram,S3,70,266,2/2/2024,Confirmed,low
11263,Mei Rao,43,Genderqueer,66735,Counter,Muzaffarpur,Kozhikode,B2,40,2422,9/1/2022,RAC,high
11264,Rohan Nakamura,72,Female,66772,Counter,Muzaffarpur,Thrissur,S2,42,2410,3/3/2025,Cancelled,high
11265,Valeria Silva,33,Genderqueer,66809,Online,Muzaffarpur,Kollam,A2,55,2369,1/9/2024,Waiting,high
11266,Yuki Silva,26,Genderqueer,66846,Tatkal,Muzaffarpur,Mysore,S2,41,2386,12/1/2022,Confirmed,high
11267,Leo Smith,20,Female,66883,Online,Muzaffarpur,Mangalore,S3,53,2490,11/23/2022,Waiting,high
11268,Daniel Nakamura,59,Female,66920,Online,Muzaffarpur,Hubli,S2,39,2391,5/14/2022,Confirmed,high
11269,Ethan Lopez,64,Polygender,66957,Tatkal,Muzaffarpur,Belgaum,B1,26,2466,4/15/2023,Cancelled,high
11270,Liam Wilson,48,Genderqueer,66994,Online,Muzaffarpur,Davangere,A2,69,141,2/25/2023,RAC,low
11271,Amelia Lee,13,Agender,67031,Direct,Muzaffarpur,Vadodara,S3,1,129,9/18/2022,Waiting,low
11272,Noah Muller,66,Non-binary,67068,Direct,Muzaffarpur,Rajkot,B2,35,2488,9/9/2022,Confirmed,high
11273,Olivia Kowalski,79,Polygender,67105,Online,Muzaffarpur,Jamnagar,B1,18,163,12/24/2024,RAC,low
11274,Mei Nakamura,46,Male,67142,Online,Muzaffarpur,Bhavnagar,S1,20,209,3/2/2023,Waiting,low
11275,Ishaan Chen,64,Female,67179,Online,Muzaffarpur,Gandhinagar,B2,56,284,3/19/2023,Waiting,low
11276,Ishaan Brown,12,Non-binary,67216,Counter,Muzaffarpur,Nashik,B2,42,156,5/17/2024,RAC,low
11277,Sofia Silva,5,Bigender,67253,Tatkal,Muzaffarpur,Aurangabad,D1,5,289,2/18/2025,Waiting,low
11278,Mei Tanaka,72,Bigender,67290,Online,Muzaffarpur,Kolhapur,D1,66,248,4/11/2026,Waiting,low
11279,Ethan Ahmed,35,Polygender,67327,Direct,Muzaffarpur,Solapur,S3,67,236,12/6/2025,RAC,low
11280,Mei Chen,42,Polygender,67364,Tatkal,Muzaffarpur,Thane,B1,46,195,5/10/2022,Waiting,low
11281,Rohan Ahmed,75,Non-binary,67401,Direct,Muzaffarpur,Navi Mumbai,S3,67,386,11/4/2023,Cancelled,low
11282,Ishaan Rossi,59,Polygender,67438,Counter,Muzaffarpur,Amravati,S1,4,316,3/25/2026,Cancelled,low
11283,Omar Kim,53,Genderqueer,67475,Online,Muzaffarpur,Jodhpur,B2,64,304,5/1/2024,Waiting,low
11284,Ethan Brown,38,Non-binary,67512,Counter,Muzaffarpur,Udaipur,A2,42,321,2/26/2024,Confirmed,low
11285,Omar Martin,40,Genderqueer,67549,Direct,Muzaffarpur,Ajmer,A2,30,280,11/9/2023,Waiting,low
11286,Liam Rao,77,Female,67586,Counter,Muzaffarpur,Kota,A2,61,268,8/14/2023,Waiting,low
11287,Sofia Patel,28,Genderfluid,67623,Online,Muzaffarpur,Bikaner,D1,40,372,4/13/2025,Confirmed,low
11288,Amelia Rossi,51,Female,67660,Online,Muzaffarpur,Alwar,D1,41,331,5/27/2025,Waiting,low
11289,Mia Muller,72,Agender,67697,Direct,Muzaffarpur,Varanasi,B2,61,435,8/22/2023,Waiting,low
11290,Kenji Hassan,28,Female,67734,Direct,Muzaffarpur,Prayagraj,B2,16,481,5/13/2022,RAC,low
11291,Ethan Dubois,78,Bigender,67771,Tatkal,Muzaffarpur,Agra,B1,20,353,10/4/2022,Waiting,low
11292,Kenji Smith,33,Genderqueer,67808,Online,Muzaffarpur,Meerut,S1,9,428,11/18/2025,Waiting,low
11293,Daniel Nakamura,65,Non-binary,67845,Tatkal,Muzaffarpur,Bareilly,S1,19,503,3/7/2023,Cancelled,low
11294,Olivia Hassan,38,Agender,67882,Direct,Muzaffarpur,Gorakhpur,D1,59,549,7/15/2025,Confirmed,low
11295,Leo Wilson,47,Male,67919,Tatkal,Muzaffarpur,Mathura,S1,16,508,5/31/2025,Waiting,low
11296,Nora Martin,45,Female,67956,Tatkal,Muzaffarpur,Dehradun,D1,51,554,12/22/2025,Cancelled,low
11297,Daniel Chen,15,Polygender,67993,Direct,Muzaffarpur,Haridwar,S1,27,571,6/19/2024,Confirmed,low
11298,Emma Nielsen,20,Non-binary,68030,Counter,Muzaffarpur,Amritsar,B2,65,588,1/22/2026,Cancelled,low
11299,Sofia Sharma,9,Genderfluid,68067,Direct,Muzaffarpur,Ludhiana,B1,33,605,2/3/2023,Confirmed,low
11300,Eva Wilson,80,Genderfluid,68104,Tatkal,Muzaffarpur,Jalandhar,A1,4,651,12/30/2022,Cancelled,low
11301,Maya Santos,38,Polygender,68141,Online,Muzaffarpur,Patiala,A2,39,610,3/12/2022,Cancelled,low
11302,Sofia Wilson,39,Female,68178,Tatkal,Muzaffarpur,Chandigarh,B1,62,714,5/29/2024,Cancelled,low
11303,Emma Rao,74,Male,68215,Direct,Muzaffarpur,Jammu,A1,55,586,9/29/2024,Confirmed,low
11304,Leo Sharma,7,Bigender,68252,Online,Muzaffarpur,Srinagar,S3,69,690,9/14/2025,Waiting,low
11305,Arjun Kowalski,46,Genderfluid,68289,Direct,Muzaffarpur,Raipur,A2,31,649,1/23/2024,Confirmed,low
11306,Daniel Dubois,66,Genderqueer,68326,Counter,Muzaffarpur,Bilaspur,B2,48,724,12/11/2024,RAC,low
11307,Olivia Nakamura,17,Agender,68363,Direct,Muzaffarpur,Durg,S3,25,625,7/27/2024,Confirmed,low
11308,Liam Nakamura,60,Genderfluid,68400,Tatkal,Muzaffarpur,Jabalpur,A2,65,758,7/31/2024,RAC,low
11309,Zara Tanaka,50,Polygender,68437,Counter,Muzaffarpur,Gwalior,B2,37,746,4/10/2022,Waiting,low
11310,Eva Martin,37,Agender,68474,Tatkal,Muzaffarpur,Ujjain,A1,20,734,5/12/2026,Confirmed,low
11311,Lucas Kim,39,Agender,68511,Counter,Muzaffarpur,Rewa,S2,44,693,2/2/2026,RAC,low
11312,Valeria Kowalski,48,Female,68548,Direct,Muzaffarpur,Dhanbad,D1,20,797,8/22/2023,Cancelled,low
11313,Yuki Chen,17,Non-binary,68585,Counter,Muzaffarpur,Asansol,A2,56,814,12/10/2024,RAC,low
11314,Olivia Sharma,6,Genderfluid,68622,Online,Muzaffarpur,Jamshedpur,S2,47,918,10/12/2023,RAC,low
11315,Mia Muller,12,Agender,68659,Counter,Muzaffarpur,Tatanagar,A2,70,906,7/18/2024,Waiting,low
11316,Eva Rossi,26,Female,68696,Counter,Muzaffarpur,Gaya,A1,63,778,12/29/2022,Confirmed,low
11317,Liam Ahmed,11,Genderqueer,68733,Online,Muzaffarpur,Bhagalpur,D1,49,940,9/3/2023,RAC,low
11318,Yuki Martin,25,Non-binary,68770,Counter,Muzaffarpur,Siliguri,S1,2,928,1/30/2022,Waiting,low
11319,Sofia Garcia,68,Non-binary,68807,Tatkal,Muzaffarpur,New Jalpaiguri,B2,54,1119,7/10/2023,Cancelled,medium
11320,Zara Ahmed,69,Genderqueer,68844,Tatkal,Muzaffarpur,Durgapur,D1,12,962,1/30/2024,Cancelled,low
11321,Lucas Nakamura,72,Female,68881,Online,Muzaffarpur,Howrah,B2,41,921,2/9/2024,Cancelled,low
11322,Rohan Khan,33,Agender,68918,Direct,Muzaffarpur,Malda,B2,25,909,12/21/2024,Confirmed,low
11323,Mei Ahmed,66,Genderfluid,68955,Tatkal,Muzaffarpur,Panaji,B1,12,955,10/5/2022,Confirmed,low
11324,Leo Silva,59,Genderqueer,68992,Counter,Bhagalpur,Delhi,S2,62,869,6/7/2025,Waiting,low
11325,Daniel Nakamura,71,Polygender,69029,Counter,Bhagalpur,New Delhi,B2,70,1002,6/14/2025,RAC,medium
11326,Lucas Brown,24,Male,69066,Tatkal,Bhagalpur,Mumbai,D1,34,932,11/20/2024,RAC,low
11327,Daniel Nielsen,10,Female,69103,Tatkal,Bhagalpur,Chennai,B2,43,978,1/28/2023,RAC,medium
11328,Layla Lee,6,Bigender,69140,Counter,Bhagalpur,Kolkata,S3,22,995,9/13/2022,RAC,medium
11329,Layla Garcia,57,Agender,69177,Online,Bhagalpur,Bangalore,B1,37,1070,3/21/2022,Confirmed,medium
11330,Layla Kim,77,Bigender,69214,Counter,Bhagalpur,Hyderabad,A1,20,1087,9/13/2025,Cancelled,medium
11331,Daniel Dubois,28,Non-binary,69251,Counter,Bhagalpur,Pune,S2,6,959,7/19/2025,RAC,low
11332,Mei Rossi,66,Bigender,69288,Tatkal,Bhagalpur,Ahmedabad,D1,67,1121,6/29/2022,RAC,medium
11333,Lucas Patel,26,Male,69325,Tatkal,Bhagalpur,Jaipur,A2,16,1051,5/16/2025,Waiting,medium
11334,Arjun Santos,68,Non-binary,69362,Direct,Bhagalpur,Surat,A1,46,1039,3/15/2026,Waiting,medium
11335,Valeria Nielsen,57,Female,69399,Direct,Bhagalpur,Lucknow,A1,19,1114,7/3/2023,Cancelled,medium
11336,Daniel Muller,50,Genderqueer,69436,Counter,Bhagalpur,Kanpur,B1,55,1102,8/25/2024,Cancelled,medium
11337,Ishaan Nakamura,70,Male,69473,Direct,Bhagalpur,Nagpur,B2,48,1119,3/10/2022,Waiting,medium
11338,Eva Garcia,80,Non-binary,69510,Online,Bhagalpur,Indore,A1,51,1136,11/20/2025,Waiting,medium
11339,Ethan Wilson,67,Agender,69547,Direct,Bhagalpur,Bhopal,A2,3,1153,2/2/2023,Waiting,medium
11340,Mateo Wilson,21,Bigender,69584,Online,Bhagalpur,Patna,B1,57,1141,2/26/2026,RAC,medium
